Country	Season	Season type	Year	Stock	Area	Fleets	Effort	UnitEffort	Catch. kg	Catch Cat.	Report cat.	Discards Imported Or Raised
Spain	3	Quarter	2020	sol.27.8ab	27.8.b	LLS_DEF_0_0_0	28707	kWd	1.50	Landings	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.a	GTR_DEF_100-119_0_0_all	481362	kWd	10312.22	Discards	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.a	OTB_DEF_>=70_0_0	529788	kWd	64193.47	Landings	R-Reported	Imported
France	1	Quarter	2020	sol.27.8ab	27.8.a	OTT_DEF_>=70_0_0	704764	kWd	0.00	Discards	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.a	GNS_DEF_all_0_0_all	96884	kWd	3231.19	Landings	R-Reported	Imported
France	4	Quarter	2020	sol.27.8ab	27.8.b	OTT_CRU_>=70_0_0	1086	kWd	210.17	Landings	R-Reported	Imported
France	4	Quarter	2020	sol.27.8ab	27.8.b	MIS_MIS_0_0_0	510431	kWd	4728.70	Landings	R-Reported	Imported
France	3	Quarter	2020	sol.27.8ab	27.8.a	OTT_CRU_>=70_0_0	1296581	kWd	0.00	Discards	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.a	OTB_DEF_32-69_0_0	19848	kWd	2910.26	Landings	R-Reported	Imported
France	4	Quarter	2020	sol.27.8ab	27.8.a	GTR_DEF_40-59_0_0	20708	kWd	4262.21	Landings	R-Reported	Imported
France	3	Quarter	2020	sol.27.8ab	27.8.b	OTT_CRU_>=70_0_0	22941	kWd	1695.32	Landings	R-Reported	Imported
France	3	Quarter	2020	sol.27.8ab	27.8.b	OTT_DEF_>=70_0_0	25337	kWd	1084.70	Landings	R-Reported	Imported
France	1	Quarter	2020	sol.27.8ab	27.8.b	GTR_DEF_40-59_0_0	9233	kWd	4240.92	Landings	R-Reported	Imported
France	1	Quarter	2020	sol.27.8ab	27.8.b	OTT_CRU_>=70_0_0	324	kWd	8.63	Landings	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.b	OTB_CRU_>=70_0_0	32797	kWd	3082.24	Landings	R-Reported	Imported
France	4	Quarter	2020	sol.27.8ab	27.8.b	GNS_DEF_100-119_0_0_all	296090	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.a	GNS_DEF_100-119_0_0_all	484228	kWd	9192.11	Landings	R-Reported	Imported
France	3	Quarter	2020	sol.27.8ab	27.8.a	MIS_MIS_0_0_0	2285812	kWd	5646.44	Landings	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.b	GTR_DEF_40-59_0_0	3145	kWd	214.67	Landings	R-Reported	Imported
France	3	Quarter	2020	sol.27.8ab	27.8.a	GNS_DEF_100-119_0_0_all	553923	kWd	5279.87	Landings	R-Reported	Imported
Spain	1	Quarter	2020	sol.27.8ab	27.8.b	OTB_DEF_>=70_0_0	9308	kWd	3.00	Landings	R-Reported	Imported
Spain	4	Quarter	2020	sol.27.8ab	27.8.b	LLS_DEF_0_0_0	50550	kWd	37.50	Landings	R-Reported	Imported
Spain	2	Quarter	2020	sol.27.8ab	27.8.b	GNS_DEF_60-79_0_0	110	kWd	7.40	Landings	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.a	GTR_DEF_100-119_0_0_all	481362	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.a	OTB_DEF_>=70_0_0	529788	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
France	1	Quarter	2020	sol.27.8ab	27.8.a	OTT_DEF_>=70_0_0	704764	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.a	GTR_DEF_40-59_0_0	57878	kWd	8848.99	Landings	R-Reported	Imported
France	1	Quarter	2020	sol.27.8ab	27.8.b	GTR_DEF_100-119_0_0_all	501985	kWd	429194.19	Landings	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.a	OTT_DEF_>=70_0_0	310903	kWd	5705.97	Landings	R-Reported	Imported
France	3	Quarter	2020	sol.27.8ab	27.8.a	OTT_CRU_>=70_0_0	1296581	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
France	1	Quarter	2020	sol.27.8ab	27.8.a	OTB_DEF_>=70_0_0	793755	kWd	75754.94	Landings	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.b	OTB_DEF_>=70_0_0	236677	kWd	34145.77	Landings	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.b	GTR_DEF_all_0_0_all	32981	kWd	143.03	Landings	R-Reported	Imported
France	1	Quarter	2020	sol.27.8ab	27.8.a	OTB_CRU_>=70_0_0	26302	kWd	1926.81	Landings	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.b	OTB_DEF_32-69_0_0	34870	kWd	3273.12	Landings	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.b	OTT_CRU_>=70_0_0	20719	kWd	1347.71	Landings	R-Reported	Imported
France	4	Quarter	2020	sol.27.8ab	27.8.b	GTR_DEF_40-59_0_0	19546	kWd	7094.87	Landings	R-Reported	Imported
Spain	3	Quarter	2020	sol.27.8ab	27.8.b	GTR_DEF_60-79_0_0	0	kWd	0.00	Landings	R-Reported	Imported
France	3	Quarter	2020	sol.27.8ab	27.8.b	GTR_DEF_40-59_0_0	4078	kWd	37.13	Landings	R-Reported	Imported
France	2	Quarter	2020	sol.27.8ab	27.8.a	GNS_DEF_100-119_0_0_all	484228	kWd	0.00	Discards	R-Reported	Imported
France	3	Quarter	2020	sol.27.8ab	27.8.a	MIS_MIS_0_0_0	2285812	kWd	0.00	Logbook Registered Discard	R-Reported	Imported
France	3	Quarter	2020	sol.27.8ab	27.8.a	GNS_DEF_100-119_0_0_all	553923	kWd	0.00	Discards	R-Reported	Imported
Spain	4	Quarter	2020	sol.27.8ab	27.8.b	OTB_DEF_>=70_0_0	2023	kWd	0.00	Landings	R-Reported	Imported
Spain	3	Quarter	2020	sol.27.8ab	27.8.b	OTB_DEF_>=70_0_0	0	kWd	0.00	Landings	R-Reported	Imported
Spain	3	Quarter	2020	sol.27.8ab	27.8.b	GNS_DEF_60-79_0_0	0	kWd	0.00	Landings	R-Reported	Imported
